"","cve_ent","mpio","poblacion_2022","hogrem2015","hogremjefmuj2015","popnoafmed2015","gini2015","popden2020","crimen_2018","crimen_2019","inclusion_fin_2019","porcentaje_pob_pobreza","porcentaje_pob_pobreza_ext","porcentaje_pob_servicios_salud","porcentaje_pob_acceso_ss","pob_6.14_no_edu","rezago_social","grado_rs","feb_2020","march_2020","april_2020","may_2020","june_2020","july_2020","august_2020","sept_2020","oct_2020","nov_2020","dic_2020","jan_2021","feb_2021","mar_2021...32","mar_2021...33","april_2021","may_2021","june_2021","july_2021","august_2021","sept_2021","oct_2021","nov_2021","dic_2021","ent_id","n","entidad"
"96",7016,"Catazaja",19006,0.796,25.71,8.052,0.385,28.372,10.6,5.26,0,67.41,19.69,46.21,83.16,9.12,-0.07,"Bajo",0,0,1,2,3,5,3,0,1,0,0,0,1,1,1,0,0,3,7,4,10,6,2,0,7,9,"Chiapas"
"97",7017,"Cintalapa",93518,1.712,24.121,15.917,0.44,36.635,13.98,11.54,0.64,71.95,18.33,36.23,82.77,7.22,-0.14,"Bajo",0,0,0,4,7,13,13,0,3,2,1,12,5,5,5,2,2,3,5,24,25,7,0,1,7,91,"Chiapas"
"98",7018,"Coapilla",10035,2.772,19.759,9.294,0.429,92.523,0,0,0,82.9,25.72,18.09,90.07,8.3,0.38,"Medio",0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,"Chiapas"
"99",7019,"Comitan de Dominguez",170498,2.006,24.403,13.939,0.45,159.327,3.03,8.98,1.69,68.77,18.64,42.26,81.71,8.58,-0.28,"Bajo",0,0,7,41,70,67,59,31,6,9,28,10,8,7,7,17,5,2,20,62,101,60,15,21,7,300,"Chiapas"
"100",7020,"La Concordia",50535,3.283,18.216,12.035,0.389,44.852,6.02,1.99,0.28,76.24,23.32,30.08,89.69,11.32,0.53,"Medio",0,0,0,0,5,2,7,4,5,0,0,7,3,0,0,2,0,0,0,6,10,1,2,2,7,17,"Chiapas"
"101",7021,"Copainala",24030,2.394,24.534,11.734,0.426,67.248,4.36,0,1.21,74.78,19.05,32.29,84.42,6.35,0.08,"Bajo",0,0,0,1,1,4,0,0,1,0,0,0,2,0,0,1,0,0,1,5,2,1,1,0,7,31,"Chiapas"
"102",7022,"Chalchihuitan",18016,0.218,15.128,17.431,0.425,292.2,13.21,13.04,0,98.87,76.44,24.57,94.05,21.79,4.26,"Muy alto",0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,2,0,0,0,2,3,1,0,0,7,6,"Chiapas"
"103",7023,"Chamula",95357,1.843,26.344,20.832,0.354,1243.5,3.43,4.51,0,96.32,52.31,19,91.69,17.46,2.56,"Muy alto",0,0,0,1,0,0,0,1,1,1,2,2,0,0,0,1,0,1,1,1,6,1,2,2,7,10,"Chiapas"
"104",7024,"Chanal",13332,0.55,13.243,5.295,0.431,46.209,16.8,0,0,99.11,67.96,13.9,91.18,8.89,2.45,"Muy alto",0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,2,5,4,0,0,7,1,"Chiapas"
"105",7025,"Chapultenango",8248,2.653,20.674,11.264,0.37,46.123,12.59,0,0,86.12,28.81,15.72,77.81,5.79,0.73,"Medio",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,7,5,"Chiapas"
"106",7026,"Chenalho",43453,0.576,13.945,19.565,0.452,419.212,27.03,9.7,0,98.63,69.42,20.22,95.4,24.62,2.88,"Muy alto",0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,2,9,0,2,0,7,4,"Chiapas"
"107",7027,"Chiapa de Corzo",111223,1.021,23.475,18.383,0.445,123.567,8.71,10.53,0.67,60.47,17.37,42.51,67.85,8.01,-0.45,"Bajo",0,1,7,62,63,16,8,4,1,7,15,34,10,9,9,4,13,15,101,138,62,13,0,4,7,41,"Chiapas"
"108",7028,"Chiapilla",6406,1.235,22.172,9.51,0.345,70.759,0,0,0,82.61,20.57,17.84,83.4,6.27,0.05,"Bajo",0,0,0,3,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5,3,0,0,7,3,"Chiapas"
"109",7029,"Chicoasen",5605,0.458,20.214,13.52,0.381,65.878,0,37.28,0,77.66,26.17,36.07,67.24,5.1,-0.17,"Bajo",0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,1,2,0,0,7,5,"Chiapas"
"110",7030,"Chicomuselo",38122,6.645,20.325,11.873,0.4,38.358,2.8,0,0,81.56,26.27,24.8,90.41,7.81,0.53,"Medio",0,0,1,3,0,9,3,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,7,20,"Chiapas"
"111",7031,"Chilon",140023,0.765,13.317,16.877,0.411,55.125,2.36,6.21,0,96.89,53.19,30.71,94.97,14.1,2.17,"Muy alto",0,0,0,1,2,0,0,0,0,1,2,0,0,1,1,0,0,3,0,1,6,1,0,2,7,23,"Chiapas"
"112",7032,"Escuintla",34628,4.161,30.316,18.346,0.411,149.981,5.99,14.83,0.42,70.47,20.1,43.51,80.92,8.36,0.15,"Medio",0,0,1,4,4,9,0,0,0,0,0,0,1,0,0,0,0,1,3,5,5,0,0,0,7,30,"Chiapas"
"113",7033,"Francisco Leon",8278,1.892,11.807,11.211,0.357,63.553,12.83,0,0,86.51,32.47,21.91,94.5,6.37,0.79,"Medio",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,"Chiapas"
"114",7034,"Frontera Comalapa",80805,6.541,23.353,17.73,0.416,112.67,6.38,12.6,0.89,77.55,26.78,54.52,89.43,9.18,-0.09,"Bajo",0,0,1,12,16,2,2,0,3,3,4,3,0,1,1,3,2,2,2,4,6,1,0,0,7,74,"Chiapas"
"115",7035,"Frontera Hidalgo",15741,3.53,25.925,24.785,0.385,136.037,34.2,20.3,0,69.13,19.53,41.41,73.37,12.62,0.06,"Bajo",0,0,0,1,5,7,5,2,1,1,1,2,0,0,0,2,1,3,4,3,4,4,0,0,7,8,"Chiapas"
"116",7036,"La Grandeza",7882,4.409,22.043,11.733,0.406,148.096,0,12.6,0,88.43,12.27,14.59,87.4,8.61,0.28,"Medio",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,5,"Chiapas"
"117",7037,"Huehuetan",38185,5.742,32.625,23.137,0.384,116.08,23.9,15.77,0.37,56.18,13.41,42.95,75.41,10.51,0.18,"Medio",0,0,0,15,21,5,1,2,0,1,0,0,1,1,1,2,1,9,12,16,13,4,1,0,7,24,"Chiapas"
"118",7038,"Huixtan",25616,0.34,18.47,8.233,0.387,126.934,4.16,0,0,96.65,49.29,20.52,88.93,9.21,1.88,"Muy alto",0,0,0,1,2,0,0,2,1,1,0,0,0,0,0,0,0,1,1,2,3,2,0,0,7,2,"Chiapas"
"119",7039,"Huitiupan",25161,1.072,12.634,7.423,0.422,187.201,11.79,15.53,0,94.14,58,45.82,90.41,11.13,1.39,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7,4,"Chiapas"
"120",7040,"Huixtla",59209,3.007,33.761,22.302,0.426,138.291,19.4,8.74,1.47,56.98,12.29,51.62,66.55,9.36,-0.22,"Bajo",0,0,1,47,54,53,9,4,2,0,0,6,8,6,6,7,21,38,35,140,68,10,0,1,7,82,"Chiapas"
"121",7041,"La Independencia",49602,1.421,12.489,6.972,0.36,27.235,2.11,0,0,91.6,34.28,22.46,91.29,15.15,0.77,"Medio",0,0,2,2,2,1,3,0,0,0,4,0,1,2,2,0,0,1,0,1,0,1,1,0,7,12,"Chiapas"
"122",7042,"Ixhuatan",12317,1.239,18.731,6.057,0.396,158.014,8.42,8.31,0,84.79,23.19,10.26,92.77,8.79,0.39,"Medio",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,7,7,"Chiapas"
"123",7043,"Ixtacomitan",11777,0.627,23.569,19.411,0.426,73.564,8.93,8.84,0,65.67,16.16,48.38,83.81,6.55,0.04,"Bajo",0,0,0,6,1,8,2,0,0,0,0,4,0,2,2,0,1,0,0,2,4,5,0,0,7,7,"Chiapas"
"124",7044,"Ixtapa",29778,0.433,15.494,14.056,0.53,92.649,7.1,0,0,87.01,40.92,32.11,84.03,11.52,0.66,"Medio",0,0,0,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,1,4,5,1,0,0,7,16,"Chiapas"
"125",7045,"Ixtapangajoya",5988,0.932,21.678,7.299,0.347,31.264,0,31.64,0,71.91,20.75,34.52,91.48,10.57,0.57,"Medio",0,0,0,2,5,0,0,1,0,0,1,0,1,0,0,3,0,1,9,8,5,0,2,0,7,4,"Chiapas"
"126",7046,"Jiquipilas",43292,1.323,21.669,14.784,0.41,34.305,9.76,7.27,0.33,64.62,19.44,43.92,78.42,6.27,-0.12,"Bajo",0,0,0,1,5,2,0,2,0,0,0,5,3,2,2,3,1,2,5,8,2,6,0,0,7,22,"Chiapas"
"127",7047,"Jitotol",22619,0.298,15.173,29.079,0.477,122.382,0,13.51,0,94.57,51.33,51.83,90.33,10.48,0.7,"Medio",0,0,1,1,3,3,0,1,0,0,0,3,0,8,8,0,0,5,0,4,1,0,0,1,7,16,"Chiapas"
"128",7048,"Juarez",23527,1.383,25.418,11.851,0.388,134.611,4.35,4.31,0.6,54.64,11.1,36.36,83.17,6.97,-0.33,"Bajo",0,0,1,10,11,6,0,5,2,2,1,1,1,1,1,2,3,2,8,13,2,2,2,3,7,18,"Chiapas"
"129",7049,"Larrainzar",25725,0.821,12.356,12.571,0.391,182.801,0,0,0,95.73,39,17.64,83.82,11.01,1.26,"Alto",0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,0,0,0,1,7,3,3,0,1,7,5,"Chiapas"
"130",7050,"La Libertad",5424,0.9,23.061,38.515,0.363,2.663,58.53,19.41,0,42.77,8.15,29.61,78.39,10.71,-0.19,"Bajo",0,0,0,0,2,10,1,0,0,0,0,3,2,7,7,0,1,1,2,10,9,15,4,0,7,2,"Chiapas"
"131",7051,"Mapastepec",51875,7.238,28.717,21.812,0.382,42.477,19.73,25.37,1.1,70.84,20.57,49.82,82.56,8.39,-0.06,"Bajo",0,0,0,5,24,28,14,3,0,0,0,3,0,1,1,1,1,6,6,8,18,0,1,0,7,51,"Chiapas"
"132",7052,"Las Margaritas",134759,1.565,14.684,15.247,0.451,26.574,3.13,5.4,0.23,94.08,41.05,17,93.57,13.5,1.6,"Alto",0,0,0,5,13,37,13,15,1,0,3,4,1,2,2,1,0,0,1,10,12,14,0,1,7,49,"Chiapas"
"133",7053,"Mazapa de Madero",8552,7.731,17.456,9.937,0.409,67.53,0,11.44,0,82.57,17.39,10.22,86.33,9.63,0.33,"Medio",0,0,0,0,4,4,2,0,0,0,0,0,0,4,4,0,0,0,0,1,1,3,2,0,7,3,"Chiapas"
"134",7054,"Mazatan",31856,3.748,27.431,15.609,0.388,73.76,6.72,13.32,0,56.29,13.14,37.94,79.77,10.2,0.06,"Bajo",0,0,0,1,11,7,5,1,2,0,0,1,4,2,2,1,8,9,9,22,18,2,1,0,7,27,"Chiapas"
"135",7055,"Metapa",6191,4.125,34.464,25.979,0.425,57.608,18.03,89.37,0,59.99,18.81,48.98,60.94,7.55,-0.31,"Bajo",0,0,0,3,3,2,0,1,0,0,1,2,1,3,3,0,1,3,1,8,3,1,0,0,7,6,"Chiapas"
"136",7056,"Mitontic",13286,0.131,15.863,9.911,0.411,167.744,0,0,0,98.39,49.27,6.26,62.9,21.82,2.87,"Muy alto",0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,3,3,3,0,0,1,7,1,"Chiapas"
"137",7057,"Motozintla",79732,4.829,21.538,17.916,0.441,97.571,0,2.46,0.53,71.17,12.02,27.51,73.16,8.31,0.28,"Medio",0,0,2,13,32,7,3,2,1,1,1,3,1,2,2,5,0,4,9,18,25,12,2,3,7,56,"Chiapas"
"138",7058,"Nicolas Ruiz",4726,0.55,10.671,8.024,0.397,34.781,0,0,0,96.65,46.6,7.29,88.87,7.19,0.28,"Medio",0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,"Chiapas"
"139",7059,"Ocosingo",239322,0.879,17.565,17.352,0.497,27.232,7.01,9.08,0.26,92.5,46.33,22.69,91.17,12.22,1.74,"Alto",0,0,8,33,25,17,8,7,2,4,10,9,5,18,18,9,0,2,1,22,19,5,4,3,7,77,"Chiapas"
"140",7060,"Ocotepec",13773,3.754,29.102,15.422,0.413,234.8,7.73,15.29,0,91.98,46.75,19.19,90.46,12.36,1.65,"Alto",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,"Chiapas"
"141",7061,"Ocozocoautla de Espinosa",100318,1.165,17.991,21.207,0.453,39.321,10.66,14.75,0.45,72.55,23.95,39.54,74.38,11.26,0.17,"Medio",0,0,2,11,71,41,6,8,3,4,6,17,14,15,15,4,6,11,104,91,48,7,1,1,7,72,"Chiapas"
"142",7062,"Ostuacan",19969,1.885,21.276,7.773,0.361,19.523,37.63,5.32,0,58.29,14.25,41.08,84.17,8.59,0.14,"Medio",0,0,0,3,5,1,3,0,0,1,0,1,0,2,2,0,2,2,0,3,5,0,0,0,7,5,"Chiapas"
"143",7063,"Osumacinta",4110,0.218,17.775,16.241,0.401,18.023,0,0,0,69.24,21.09,16.01,73.58,5.77,-0.33,"Bajo",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,"Chiapas"
"144",7064,"Oxchuc",51731,0.241,13.632,11.532,0.465,762.944,10.88,4.31,0,98.08,62.45,7.04,90.02,7.11,3.38,"Muy alto",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,2,0,0,0,4,1,3,0,2,7,13,"Chiapas"
"145",7065,"Palenque",131491,1.601,22.237,16.874,0.479,117.778,19.61,24.79,0.56,69.88,21.71,34.46,83.79,7.63,0.09,"Bajo",0,1,11,39,46,23,13,14,6,8,14,7,10,10,10,10,3,17,14,49,65,17,6,4,7,115,"Chiapas"
"146",7066,"Pantelho",24107,0.519,12.522,17.428,0.465,192.635,8.98,13.31,0,97.78,63.81,28.56,89.31,27.35,2.49,"Muy alto",0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,4,0,0,0,0,3,0,0,1,7,5,"Chiapas"
"147",7067,"Pantepec",13370,0.718,19.67,9.303,0.384,260.979,0,0,0,88.76,34.88,21.21,92.01,6.78,1.14,"Alto",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,7,5,"Chiapas"
"148",7068,"Pichucalco",34340,1.507,26.746,10.358,0.419,29.609,15.52,12.31,1.72,60.95,13.02,40.26,81.91,7.2,-0.22,"Bajo",0,0,3,28,37,19,18,15,1,1,4,7,4,0,0,7,3,0,6,26,54,13,6,2,7,46,"Chiapas"
"149",7069,"Pijijiapan",58167,5.093,28.052,23.081,0.376,23.029,9.05,14.36,0.75,68.26,17.79,53.3,80.31,6.56,-0.05,"Bajo",0,0,0,10,13,5,0,2,0,0,0,6,0,5,5,6,1,1,3,9,9,4,3,1,7,47,"Chiapas"
"150",7070,"El Porvenir",15501,3.698,17.385,2.875,0.383,100.516,0,0,0,94.63,14.13,4.65,92.14,11.97,0.53,"Medio",0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,7,7,"Chiapas"
"151",7071,"Villa Comaltitlan",31522,5.119,26.766,20.141,0.343,49.995,16.44,19.54,0.46,55.45,13.7,55.12,83.85,9.82,0.08,"Bajo",0,0,0,1,5,2,0,0,0,0,2,0,0,0,0,2,2,2,6,15,10,2,0,0,7,24,"Chiapas"
"152",7072,"Pueblo Nuevo Solistahuacan",35144,1.709,26.285,9.477,0.484,70.562,18.66,36.84,0.55,92.09,43.48,33.41,92.55,12.14,1.12,"Alto",0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,1,7,10,"Chiapas"
"153",7073,"Rayon",10564,0.666,21.99,7.528,0.451,115.596,9.89,0,0,85.32,30.11,35,83.32,7.83,0.77,"Medio",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7,8,"Chiapas"
"154",7074,"Reforma",49480,1.535,31.72,16.092,0.435,112.073,4.2,26.99,2.07,56.78,14.67,40.81,74.21,6.08,-0.72,"Muy bajo",0,0,7,46,24,37,18,13,6,7,11,35,13,10,10,4,14,20,48,92,60,14,7,1,7,41,"Chiapas"
"155",7075,"Las Rosas",30874,0.72,19.13,11.153,0.434,123.201,3.62,3.59,1.02,89.62,38.13,17.46,88.76,17.39,1.05,"Alto",0,0,0,1,3,2,2,0,2,1,2,0,0,3,3,4,0,0,1,4,2,0,2,0,7,22,"Chiapas"
"156",7076,"Sabanilla",29348,0.481,11.798,8.662,0.395,174.789,10.77,3.55,0,93.4,32.86,20.48,79.83,6.56,1.36,"Alto",0,0,0,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,0,7,7,"Chiapas"
"157",7077,"Salto de Agua",68779,0.916,12.944,13.285,0.417,49.846,1.58,4.69,0,86.37,31.21,23.96,86.69,7.21,1.25,"Alto",0,0,2,3,6,3,2,1,0,1,0,1,1,1,1,0,0,2,3,12,7,2,0,0,7,14,"Chiapas"
"158",7078,"San Cristobal de las Casas",231345,0.876,30.885,26.473,0.473,446.021,7.89,6.42,1.45,66.12,24.99,50.51,78.02,10.29,-0.12,"Bajo",0,3,14,145,117,74,24,12,12,15,22,50,26,22,22,50,29,22,35,96,136,31,7,5,7,435,"Chiapas"
"159",7079,"San Fernando",42939,0.905,17.438,17.432,0.401,161.988,2.68,7.95,0,62.2,14.45,42.39,81.66,11.31,0,"Bajo",0,0,0,8,9,6,3,1,0,1,2,2,8,0,0,3,0,3,11,13,10,2,3,0,7,28,"Chiapas"
"160",7080,"Siltepec",39536,3.161,14.477,7.178,0.406,37.809,5.33,5.27,0,91.89,13.99,6.51,90.7,5.49,0.56,"Medio",0,0,0,0,2,2,7,0,1,0,0,0,0,1,1,1,0,0,0,1,4,2,0,0,7,15,"Chiapas"
"161",7081,"Simojovel",48046,0.458,16.123,15.315,0.477,118.423,6.25,8.21,0.31,95.36,60.86,43.51,92.84,16.17,1.51,"Alto",0,0,0,12,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7,16,"Chiapas"
"162",7082,"Sitala",15524,0.214,10.686,13.602,0.42,66.316,0,20.85,0,97.17,69.6,26.47,94.09,24.51,4.17,"Muy alto",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,7,3,"Chiapas"
"163",7083,"Socoltenango",20161,3.143,16.623,12.244,0.366,24.635,0,0,0,73.87,19.21,18.19,72.22,10.41,0.32,"Medio",0,0,0,5,3,2,2,1,0,0,1,0,0,1,1,1,1,0,0,6,2,0,0,0,7,7,"Chiapas"
"164",7084,"Solosuchiapa",8812,1.131,20.302,6.855,0.374,23.584,34.65,11.44,0,75.54,22.28,15.33,91.36,9.95,0.37,"Medio",0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,7,4,"Chiapas"
"165",7085,"Soyalo",11749,0.492,15.252,4.268,0.408,60.838,9.1,0,0,90.43,34.83,17.7,86.45,10.98,0.42,"Medio",0,0,1,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,7,10,"Chiapas"
"166",7086,"Suchiapa",26510,0.195,19.638,14.3,0.415,72.189,8.24,12.22,0,70.94,23.09,46.68,79.79,6.85,-0.28,"Bajo",0,0,1,7,9,5,1,0,0,0,2,2,0,0,0,1,0,1,2,6,5,2,1,0,7,20,"Chiapas"
"167",7087,"Suchiate",42201,5.712,33.95,34.183,0.368,137.531,51.6,58.72,1.09,62.75,15.44,44.57,81.16,18.11,0.6,"Medio",0,0,0,4,13,8,0,0,1,0,0,0,0,1,1,1,2,3,6,16,3,1,1,1,7,31,"Chiapas"
"168",7088,"Sunuapa",2601,1.825,19.161,6.439,0.342,12.894,0,0,0,66.31,16.38,28.77,88.27,4.99,0.22,"Medio",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,2,"Chiapas"
"169",7089,"Tapachula",384312,3.951,33.687,24.919,0.431,412.726,24.38,17.95,1.23,58.49,17.1,54.82,65.12,9.44,-0.4,"Bajo",0,3,24,340,491,183,123,79,65,19,44,179,101,126,126,145,150,382,619,936,499,179,29,22,7,559,"Chiapas"
"170",7090,"Tapalapa",4346,2.211,22.312,12.243,0.392,142.094,0,0,0,78.8,27.15,21.41,86.52,4.26,0.61,"Medio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,"Chiapas"
"171",7091,"Tapilula",14197,0.512,28.412,4.873,0.421,107.024,6.87,0,0.98,73.12,16.14,23.19,86.96,5.96,-0.07,"Bajo",0,0,1,1,2,2,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,7,24,"Chiapas"
"172",7092,"Tecpatan",45447,3.738,21.317,13.853,0.415,27.826,4.43,4.38,0.62,83.23,30.79,42.47,88.93,6.64,0.32,"Medio",0,0,2,7,4,5,5,1,0,0,0,0,1,1,1,2,1,1,2,8,0,0,0,2,7,13,"Chiapas"
"173",7093,"Tenejapa",47721,2.451,15.807,9.038,0.374,486.485,2.29,0,0,97.08,47.81,13.89,76.31,12.14,1.68,"Alto",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,2,1,2,0,0,7,8,"Chiapas"
"174",7094,"Teopisca",47217,0.953,19.619,15.81,0.42,284.477,2.3,4.55,0.33,91.58,37.09,17.78,91.55,17.45,1.26,"Alto",0,0,1,3,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,2,1,0,7,21,"Chiapas"
"175",7096,"Tila",85507,0.338,12.356,17.243,0.429,214.115,2.48,4.91,0,98.07,56.03,20.39,89.59,7.62,1.75,"Alto",0,0,2,4,8,2,0,0,0,0,0,1,1,1,1,0,0,1,0,3,3,3,0,0,7,22,"Chiapas"
"176",7097,"Tonala",97839,2.69,26.529,15.007,0.4,52.046,5.36,14.9,0.73,60.94,16.98,43.53,67.55,6.19,-0.55,"Bajo",0,0,18,22,59,40,24,11,6,2,18,31,12,20,20,4,1,13,128,104,40,11,2,4,7,105,"Chiapas"
"177",7098,"Totolapa",7894,0.729,13.297,11.422,0.385,38.769,0,13.7,0,94.14,40.98,17.24,89.82,9.87,0.72,"Medio",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,7,4,"Chiapas"
"178",7099,"La Trinitaria",85344,3.897,18.188,12.767,0.388,45.144,4.63,3.43,0,87.76,31.11,23.67,87.92,9.49,0.47,"Medio",0,0,0,1,6,7,2,4,3,0,1,2,0,0,0,1,0,2,1,1,5,4,1,1,7,33,"Chiapas"
"179",7100,"Tumbala",37381,0.879,13.3,13.966,0.387,53.86,2.84,2.81,0,95.83,48.08,18.19,81.01,9.49,1.67,"Alto",0,0,7,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,7,5,"Chiapas"
"180",7101,"Tuxtla Gutierrez",662591,1.557,34.335,23.587,0.456,1466.376,6.45,4.82,1.7,46.17,9.77,45.25,60.48,5.76,-1.07,"Muy bajo",1,8,63,806,1177,404,142,107,71,100,359,594,195,132,132,114,163,314,1572,2139,594,145,38,82,7,1588,"Chiapas"
"181",7102,"Tuxtla Chico",45900,2.549,28.094,20.262,0.402,631.138,16.46,16.3,0.65,64.58,19.53,47.33,73.03,7.63,0.05,"Bajo",0,0,0,6,26,9,6,3,7,2,1,7,2,3,3,7,6,5,16,36,17,12,1,1,7,23,"Chiapas"
"182",7103,"Tuzantan",34867,3.779,27.629,21.197,0.387,113.067,9.27,0,0,68.77,21.64,54.85,79.32,8.87,0.03,"Bajo",0,0,0,1,13,11,0,0,0,0,1,1,1,0,0,1,1,2,11,30,18,0,1,0,7,3,"Chiapas"
"183",7104,"Tzimol",16874,2.16,18.408,7.587,0.377,517.5,0,0,0,80.97,20.93,32.51,82.97,8.9,0.18,"Medio",0,0,0,4,3,3,0,1,0,0,0,0,0,1,1,0,0,2,0,0,5,1,0,0,7,10,"Chiapas"
"184",7105,"Union Juarez",16780,4.928,26.78,19.277,0.455,222.333,19.58,0,0,69.99,17.36,41.75,77.28,6.41,-0.14,"Bajo",0,0,0,0,5,3,1,0,0,0,0,0,3,1,1,2,3,0,1,0,7,2,0,0,7,7,"Chiapas"
"185",7106,"Venustiano Carranza",70992,1.202,18.474,14.155,0.457,48.203,5.89,4.37,0.41,85.32,43.97,53.05,85.2,9.95,0.54,"Medio",0,0,3,40,28,13,3,1,0,0,2,4,5,21,21,3,2,3,12,27,16,7,0,0,7,37,"Chiapas"
"186",7107,"Villa Corzo",85784,2.602,24.361,15.123,0.406,16.301,4.41,2.91,0.2,81.73,34.2,51.25,86.08,11.11,0.23,"Medio",0,0,1,7,7,11,0,3,0,1,3,5,1,2,2,2,0,2,8,13,19,11,4,1,7,42,"Chiapas"
"187",7108,"Villaflores",115691,1.342,24.025,15.29,0.417,88.909,6.42,15.45,0.89,69.52,20.97,54.7,80.53,8.5,-0.25,"Bajo",0,0,3,13,23,15,14,1,0,3,4,12,2,7,7,2,0,8,43,120,73,11,4,2,7,126,"Chiapas"
"188",7109,"Yajalon",41655,0.514,21.337,17.014,0.562,369.587,21.09,23.45,1.12,90.4,40.58,19.55,89.51,16.79,1.29,"Alto",0,0,4,12,7,5,0,0,1,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,7,61,"Chiapas"
"189",7110,"San Lucas",7896,0.67,18.481,5.235,0.379,48.87,0,12.99,0,87.77,37.61,15.02,83.3,7.45,0.67,"Medio",0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,7,3,"Chiapas"
"190",7111,"Zinacantan",44824,0.422,17.194,16.436,0.4,265.339,4.72,4.65,0,96.85,53.86,16.96,92.77,22.33,2.29,"Muy alto",0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,0,0,7,5,"Chiapas"
"191",7112,"San Juan Cancuc",37811,0.795,10.936,12.142,0.39,234.247,3.07,0,0,99.26,65.64,16.66,84.96,13.54,2.95,"Muy alto",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,5,0,1,0,7,7,"Chiapas"
"192",7113,"Aldama",7152,0.309,19.985,12.649,0.421,314.074,93.91,37.11,0,98.95,58.98,13.93,96.07,13.27,1.69,"Alto",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,5,0,1,0,7,1,"Chiapas"
"193",7114,"Benemerito de las Americas",21603,3.634,19.3,21.993,0.415,24.109,60.76,94.94,0.74,75.85,23.15,32.51,75.52,13.58,0.41,"Medio",0,0,0,8,12,19,0,1,0,0,0,0,1,0,0,0,3,6,5,18,5,4,1,0,7,9,"Chiapas"
"194",7115,"Maravilla Tenejapa",13755,1.437,13.693,10.691,0.411,35.8,8.01,7.91,0,95.36,51.11,13.32,82.2,17.48,1.65,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,"Chiapas"
