"","cve_ent","mpio","poblacion_2022","hogrem2015","hogremjefmuj2015","popnoafmed2015","gini2015","popden2020","crimen_2018","crimen_2019","inclusion_fin_2019","porcentaje_pob_pobreza","porcentaje_pob_pobreza_ext","porcentaje_pob_servicios_salud","porcentaje_pob_acceso_ss","pob_6.14_no_edu","rezago_social","grado_rs","feb_2020","march_2020","april_2020","may_2020","june_2020","july_2020","august_2020","sept_2020","oct_2020","nov_2020","dic_2020","jan_2021","feb_2021","mar_2021...32","mar_2021...33","april_2021","may_2021","june_2021","july_2021","august_2021","sept_2021","oct_2021","nov_2021","dic_2021","ent_id","n","entidad"
"982",19035,"Melchor Ocampo",1071,8.571,16.825,6.911,0.463,6.644,0,0,0,10.07,0.24,7.76,63.98,7.39,-1.04,"Muy bajo",0,0,0,0,1,6,0,1,3,10,10,3,1,2,2,0,0,0,0,24,3,6,0,10,19,2,"Nuevo Leon"
"983",19036,"Mier y Noriega",7601,17.944,17.172,3.273,0.442,6.551,13.44,0,0,65.15,21.35,7.12,91.1,5.47,0.35,"Medio",0,0,0,0,5,3,4,9,1,1,13,6,7,4,4,4,2,0,2,9,28,14,2,2,19,2,"Nuevo Leon"
"984",19037,"Mina",5882,1.237,20.481,6.534,0.354,1.545,0,50.96,0,16.04,1.92,7.96,42.4,4.44,-0.79,"Muy bajo",0,0,0,1,1,0,2,0,1,2,5,13,5,7,7,5,0,2,1,28,6,4,4,8,19,3,"Nuevo Leon"
"985",19038,"Montemorelos",67657,2.547,23.141,7.455,0.353,39.519,9.07,14.94,2.16,18.21,0.63,12.57,42.77,6.68,-1.11,"Muy bajo",0,0,2,14,100,102,128,124,174,235,238,319,91,72,72,94,59,34,284,1266,292,161,104,120,19,75,"Nuevo Leon"
"986",19039,"Monterrey",1124835,1.963,29.728,14.003,0.38,2532.67,16.85,16.86,3.54,19.22,1.77,24.41,41.98,5.96,-1.33,"Muy bajo",0,32,84,359,2007,3932,3251,3485,4458,4471,4501,6435,2080,982,982,679,792,1061,5067,9808,3494,1596,951,1653,19,3833,"Nuevo Leon"
"987",19040,"Paras",1083,7.362,22.699,5.046,0.494,0.913,0,0,0,7.32,0.25,12.03,66.86,9.17,-0.91,"Muy bajo",0,0,0,0,0,7,0,1,0,0,1,3,3,1,1,0,1,0,0,0,0,0,1,0,19,1,"Nuevo Leon"
"988",19041,"Pesqueria",112583,1.472,21.121,12.035,0.303,480.078,43.19,77.97,2.3,23.46,1.27,18.23,34.41,5.38,-1.18,"Muy bajo",0,0,10,11,56,136,101,115,108,114,184,284,102,60,60,35,39,58,245,567,191,73,27,20,19,19,"Nuevo Leon"
"989",19042,"Los Ramones",5201,6.821,19.139,19.177,0.442,3.908,19.74,39.42,2.53,20.72,2.08,30.44,72.73,9.77,-0.78,"Muy bajo",0,0,0,0,3,3,4,9,0,3,10,31,2,0,0,1,0,1,3,10,8,4,4,4,19,8,"Nuevo Leon"
"990",19043,"Rayones",2987,2.057,15.553,7.008,0.443,2.626,0,0,0,35.2,4.85,7.17,81.36,13.1,-0.05,"Bajo",0,0,0,0,0,2,2,0,1,0,2,2,5,2,2,1,0,0,1,29,2,5,1,0,19,1,"Nuevo Leon"
"991",19044,"Sabinas Hidalgo",39096,8.981,25.977,6.555,0.365,20.889,5.19,10.27,2.37,24.66,0.96,12.28,54.25,3.96,-1.21,"Muy bajo",0,0,1,31,46,111,191,197,199,137,300,496,171,44,44,24,7,50,174,374,158,163,159,219,19,80,"Nuevo Leon"
"992",19045,"Salinas Victoria",61868,1.204,20.49,9.891,0.35,65.032,57.77,62.07,1.06,27.38,1.84,23.68,38.18,5.16,-1.18,"Muy bajo",0,2,3,12,70,118,72,89,81,92,71,115,73,36,36,20,25,32,275,870,294,171,63,68,19,29,"Nuevo Leon"
"993",19046,"San Nicolas de los Garza",474163,2.453,27.332,12.673,0.337,4748.836,8.49,12.31,2.68,10.84,0.37,17.81,30.61,4.72,-1.46,"Muy bajo",0,8,24,89,566,1134,864,921,1177,1286,1309,1873,536,248,248,132,196,257,1277,2288,920,360,220,354,19,715,"Nuevo Leon"
"994",19047,"Hidalgo",15902,5.254,25.621,5.948,0.329,72.886,5.42,0,2.12,23.3,1.15,10.21,35.58,8.56,-1.15,"Muy bajo",0,0,0,1,4,6,14,6,12,21,16,28,24,15,15,2,8,11,51,146,38,42,27,57,19,21,"Nuevo Leon"
"995",19048,"Santa Catarina",322051,1.99,23.14,11.823,0.341,311.145,12.14,12.99,1.59,16.45,0.83,21.99,33.29,4.51,-1.35,"Muy bajo",0,1,11,71,347,814,858,931,1103,1147,1097,1513,459,230,230,76,87,129,865,1648,800,300,204,378,19,224,"Nuevo Leon"
"996",19049,"Santiago",46955,2.777,18.964,8.334,0.349,61.252,11.22,4.44,2.32,12.4,0.73,17.47,44.16,6.24,-1.16,"Muy bajo",0,0,0,14,67,45,94,219,236,336,146,153,60,27,27,10,15,39,302,390,203,77,23,53,19,73,"Nuevo Leon"
"997",19050,"Vallecillo",1942,8.076,21.134,5.086,0.475,0.834,0,47.21,0,11.61,0.9,9.08,67.03,6.25,-0.69,"Bajo",0,0,0,0,1,1,2,0,0,3,3,7,3,1,1,0,0,0,0,1,2,0,0,4,19,2,"Nuevo Leon"
"998",19051,"Villaldama",4567,7.076,31.191,4.877,0.401,4.105,0,46.65,2.96,12.36,0.98,5.64,57.14,8.41,-0.98,"Muy bajo",0,0,0,0,18,8,8,14,9,12,15,15,6,1,1,2,2,1,12,33,27,18,8,14,19,7,"Nuevo Leon"
"999",20001,"Abejones",1033,26.009,40.359,13.492,0.378,6.866,0,0,0,93.57,24.29,5.37,89.74,2.53,0.82,"Medio",0,0,0,1,1,2,0,0,1,1,0,1,3,1,1,0,0,0,1,7,1,0,1,0,20,2,"Oaxaca"
"1000",20002,"Acatlan de Perez Figueroa",47616,8.494,28.765,19.162,0.437,48.364,29.39,25.08,0.29,59.41,18.55,34.87,68.81,5.33,0.07,"Bajo",0,0,0,7,20,26,4,3,2,1,7,2,5,4,4,3,0,0,17,29,21,5,0,3,20,25,"Oaxaca"
"1001",20003,"Asuncion Cacalotepec",2176,0.755,26.586,7.943,0.372,23.485,0,0,0,90.4,34.73,23.41,73.78,3.07,1.87,"Muy alto",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,20,2,"Oaxaca"
"1002",20004,"Asuncion Cuyotepeji",1029,20.319,39.044,26.667,0.391,14.461,0,0,0,63.23,15.77,28.04,71.22,3.64,-0.16,"Bajo",0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,3,0,0,20,1,"Oaxaca"
"1003",20005,"Asuncion Ixtaltepec",15831,2.332,25.437,13.658,0.446,27.883,33.41,73.51,0,30.96,4.55,25.72,54.5,3.04,-0.49,"Bajo",0,0,1,2,7,17,16,5,3,5,5,18,7,2,2,3,13,33,53,47,63,17,3,4,20,18,"Oaxaca"
"1004",20006,"Asuncion Nochixtlan",19655,4.919,29.432,15.984,0.439,24.945,4.9,14.6,2.07,75.9,22.15,44.29,78.4,3.32,-0.05,"Bajo",0,0,3,11,24,18,16,8,31,22,29,44,20,4,4,9,8,3,18,35,44,14,1,4,20,50,"Oaxaca"
"1005",20007,"Asuncion Ocotlan",2496,25.399,33.006,28.157,0.381,187.696,0,43.47,0,83.6,41.15,43.33,77.15,3.22,2.18,"Muy alto",0,0,0,0,0,1,0,0,0,1,0,8,1,0,0,1,0,0,2,3,1,0,0,0,20,6,"Oaxaca"
"1006",20008,"Asuncion Tlacolulita",804,3.922,28.627,15.172,0.351,2.996,0,0,0,70.44,17.61,23.22,68.25,14.29,0.32,"Medio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,20,2,"Oaxaca"
"1007",20009,"Ayotzintepec",7452,4.922,22.632,11.307,0.412,40.409,0,0,0,94.16,45.3,14.66,90.85,4.25,0.45,"Medio",0,0,0,0,0,2,2,1,2,0,2,1,1,0,0,0,0,1,14,1,4,1,0,0,20,5,"Oaxaca"
"1008",20010,"El Barrio de la Soledad",14895,2.204,26.866,12.832,0.488,57.709,21.66,28.85,0.96,23.14,4.62,32.51,39.23,3.89,-0.86,"Muy bajo",0,0,1,6,12,61,41,13,6,1,20,42,15,5,5,3,14,16,139,148,85,12,3,2,20,16,"Oaxaca"
"1009",20011,"Calihuala",1197,24.671,28.289,8.206,0.417,10.566,0,0,0,83.44,39.4,20.71,81.66,3.23,0.82,"Medio",0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,2,2,1,0,0,20,1,"Oaxaca"
"1010",20012,"Candelaria Loxicha",10829,6.313,21.446,9.222,0.394,128.7,18.74,18.61,0,84.66,44.75,41.74,83.33,10.37,1.77,"Alto",0,0,0,0,2,2,1,3,1,2,0,0,2,0,0,0,1,1,2,1,2,2,0,0,20,26,"Oaxaca"
"1011",20013,"Cienega de Zimatlan",3096,17.552,27.252,15.103,0.417,119.24,0,0,0,69.4,8.96,29.11,77.56,2.73,-0.58,"Bajo",0,1,0,0,1,4,2,1,5,0,3,5,1,2,2,0,0,0,3,2,2,0,0,1,20,9,"Oaxaca"
"1012",20014,"Ciudad Ixtepec",30368,2.133,34.876,15.592,0.402,122.282,14.04,6.99,1.9,30.05,4.36,33.88,51.1,3.51,-0.76,"Muy bajo",0,0,0,3,26,42,11,9,5,3,13,21,37,34,34,29,19,59,307,392,346,78,11,7,20,58,"Oaxaca"
"1013",20015,"Coatecas Altas",4738,32.657,26.015,13.622,0.377,42.838,0,43.03,0,95.11,50.45,28.46,86.03,7.38,2.01,"Muy alto",0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,20,1,"Oaxaca"
"1014",20016,"Coicoyan de las Flores",10372,13.004,23.299,13.124,0.43,90.311,11.05,21.9,0,99.3,82.35,16.12,89.16,16.11,3.3,"Muy alto",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,20,3,"Oaxaca"
"1015",20017,"La Compa̱ia",3399,13.312,26.092,10.669,0.369,38.731,0,0,0,85.9,32.59,27.31,83.86,5.03,1.03,"Alto",0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,20,1,"Oaxaca"
"1016",20018,"Concepcion Buenavista",826,3.719,26.446,21.42,0.384,2.105,0,0,0,75.9,23.8,16.96,75.7,6.35,0.42,"Medio",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,20,1,"Oaxaca"
"1017",20019,"Concepcion Papalo",3078,1.192,16.806,4.499,0.352,29.171,0,0,0,93.08,34.53,20.22,75.7,4.19,0.69,"Medio",0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,20,1,"Oaxaca"
"1018",20020,"Constancia del Rosario",4086,17.91,32.338,18.014,0.458,16.236,75.24,24.9,0,78.34,42.96,15.72,82.98,11.35,0.96,"Medio",0,0,0,0,4,1,0,1,1,0,0,1,5,0,0,0,1,0,5,6,1,1,0,0,20,1,"Oaxaca"
"1019",20021,"Cosolapa",16254,4.168,30.831,20.301,0.407,97.059,26.14,13.01,0,56.91,15.37,39.42,66.47,5.7,-0.3,"Bajo",0,0,0,0,28,17,4,0,0,0,1,1,1,5,5,2,0,0,2,14,8,0,0,0,20,12,"Oaxaca"
"1020",20022,"Cosoltepec",790,3.986,37.319,28.212,0.415,9.835,0,0,0,75.89,23.55,23.92,47.18,4,0.07,"Bajo",0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,0,0,0,2,0,0,0,0,20,1,"Oaxaca"
"1021",20023,"Cuilapam de Guerrero",22761,3.982,22.322,22.688,0.419,540.342,4.68,18.55,0,57.41,20.09,51.77,69.64,5.28,0.27,"Medio",0,0,2,15,35,43,26,25,43,28,43,65,34,34,34,9,10,6,58,124,75,32,22,9,20,26,"Oaxaca"
"1022",20024,"Cuyamecalco Villa de Zaragoza",3804,1.885,28.796,19.956,0.384,44.63,0,52.46,0,93.74,46.53,30.2,80.51,7.1,1.25,"Alto",0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,20,6,"Oaxaca"
"1023",20025,"Chahuites",12034,4.555,29.94,23.324,0.382,70.644,91.32,16.52,1.15,63.47,20.48,53.58,80.85,10.29,-0.07,"Bajo",0,0,1,0,5,1,0,1,0,0,1,0,3,0,0,0,2,2,6,2,20,1,0,0,20,15,"Oaxaca"
"1024",20026,"Chalcatongo de Hidalgo",9427,6.311,27.191,13.137,0.394,81.396,0,0,0,82.35,25.38,24.64,74.44,2.16,0.7,"Medio",0,1,2,4,2,2,6,2,6,5,18,19,4,4,4,11,1,1,22,24,3,1,0,1,20,14,"Oaxaca"
"1025",20027,"Chiquihuitlan de Benito Juarez",2418,2.646,35.979,14.616,0.356,56.938,0,0,0,88.75,32.2,17.83,80.73,3.34,1.48,"Alto",0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1026",20028,"Heroica Ciudad de Ejutla de Crespo",21913,16,28.935,17.012,0.381,81.729,46.78,51.22,0.66,66.08,19.75,57.22,82.99,6.59,0.52,"Medio",0,0,0,2,20,70,10,7,5,7,29,28,19,11,11,14,1,4,41,79,45,2,0,4,20,50,"Oaxaca"
"1027",20029,"Eloxochitlan de Flores Magon",4443,0.182,32.27,10.133,0.404,150.16,0,23.04,0,91.13,48.32,12.11,86.1,10.36,2.27,"Muy alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,"Oaxaca"
"1028",20030,"El Espinal",9121,1.339,28.166,14.88,0.45,105.27,0,94.27,0,24.36,2.34,18.24,42.29,1.87,-1.02,"Muy bajo",0,0,0,0,10,10,13,7,4,3,6,15,14,6,6,5,7,9,29,30,22,8,3,2,20,21,"Oaxaca"
"1029",20031,"Tamazulapam del Espiritu Santo",7677,12.413,42.672,15.883,0.421,112.635,12.66,12.59,0,88.77,31.5,19.67,81.44,8.14,1.29,"Alto",0,0,0,6,6,2,6,5,5,1,1,2,4,1,1,3,0,1,1,4,20,3,0,0,20,6,"Oaxaca"
"1030",20032,"Fresnillo de Trujano",1060,21.017,32.542,21.285,0.387,10.963,0,0,0,75.32,18.99,21.94,67.04,5.03,0.37,"Medio",0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,20,1,"Oaxaca"
"1031",20033,"Guadalupe Etla",2822,4.323,25.36,25.749,0.39,163.631,0,0,0,25.11,4.2,37.21,54.54,5.61,-0.89,"Muy bajo",0,0,1,0,12,0,2,5,1,4,16,13,6,8,8,2,5,1,7,11,8,0,3,2,20,6,"Oaxaca"
"1032",20034,"Guadalupe de Ramirez",1325,17.647,21.672,7.935,0.355,21.481,0,64.32,0,68.26,14.48,17.93,76.46,2.83,-0.22,"Bajo",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,20,4,"Oaxaca"
"1033",20035,"Guelatao de Juarez",570,4.054,35.135,12.053,0.393,28.615,0,0,0,28.36,1.02,13.22,45.47,2.29,-1.14,"Muy bajo",0,0,0,0,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,7,1,0,2,1,20,2,"Oaxaca"
"1034",20036,"Guevea de Humboldt",5479,2.859,15.18,8.967,0.383,10.197,36.9,0,0,80.65,24.74,10.87,84.36,6.09,0.8,"Medio",0,0,0,0,2,0,0,1,0,0,0,0,5,4,4,0,0,0,2,3,6,1,0,0,20,3,"Oaxaca"
"1035",20037,"Mesones Hidalgo",4554,22.212,31.429,9.886,0.405,12.518,0,42.05,0,87.19,42.9,15.31,86.36,8,1,"Alto",0,0,1,0,0,1,0,2,0,2,0,1,1,0,0,0,0,2,0,2,1,1,0,0,20,4,"Oaxaca"
"1036",20038,"Villa Hidalgo",2021,10.536,26.628,22.953,0.362,52.772,0,0,0,77.27,19.88,33.66,79.76,6.2,0.53,"Medio",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,20,3,"Oaxaca"
"1037",20039,"Heroica Ciudad de Huajuapan de Leon",81271,9.244,30.694,27.915,0.441,216.873,33.63,14.83,1.93,45.43,10.4,48.12,67.75,4.2,-0.81,"Muy bajo",0,0,7,28,106,204,137,144,159,87,129,381,214,208,208,59,14,20,113,342,100,96,47,35,20,260,"Oaxaca"
"1038",20040,"Huautepec",6449,1.299,33.701,18.955,0.367,178.751,0,0,0,97.47,75.29,17.17,91.3,10.88,2.93,"Muy alto",0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,20,1,"Oaxaca"
"1039",20041,"Huautla de Jimenez",32459,0.773,33.112,32.877,0.528,443.807,3.41,23.8,0.48,82.05,40.08,27.19,64.45,6.54,1.85,"Muy alto",0,0,0,6,8,20,3,1,2,3,4,10,2,8,8,0,0,0,12,30,10,1,3,0,20,31,"Oaxaca"
"1040",20042,"Ixtlan de Juarez",8521,3.293,24.697,7.837,0.563,15.284,24.67,12.28,3.44,74.42,15.71,18.26,75.93,3.16,-0.07,"Bajo",0,0,0,2,2,0,5,3,1,2,8,47,3,3,3,1,1,1,5,14,14,1,0,0,20,16,"Oaxaca"
"1041",20043,"Heroica Ciudad de Juchitan de Zaragoza",103241,1.576,33.291,17.571,0.438,273.9,59.4,43.31,1.63,50.86,16.03,53.68,68.58,4.26,-0.6,"Bajo",0,1,7,7,74,155,97,57,26,23,28,94,63,43,43,81,47,73,284,449,505,86,20,6,20,228,"Oaxaca"
"1042",20044,"Loma Bonita",44584,7.403,35.42,16.004,0.412,69.598,45.66,34.1,1.26,66.47,19.06,39.43,70.06,6.85,-0.24,"Bajo",0,1,1,6,25,40,12,3,3,7,13,12,10,8,8,0,2,14,105,111,85,62,23,5,20,60,"Oaxaca"
"1043",20045,"Magdalena Apasco",9300,4.402,30.686,15.284,0.421,269.215,0,11.51,0,27.14,1.92,25.36,43.32,4.09,-0.99,"Muy bajo",0,3,3,7,21,22,16,17,15,12,34,51,28,20,20,9,1,1,23,48,38,16,5,3,20,5,"Oaxaca"
"1044",20046,"Magdalena Jaltepec",3311,12.42,27.944,12.512,0.365,15.909,0,0,0,83.44,22.71,15.4,77.72,4.22,0.43,"Medio",0,0,0,1,0,0,0,0,0,0,1,3,2,1,1,0,0,0,1,4,0,1,0,0,20,3,"Oaxaca"
"1045",20047,"Santa Magdalena Jicotlan",95,3.226,41.935,10.345,0.384,1.671,0,0,0,67.88,10.4,38.75,63.75,0,-0.46,"Bajo",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,3,1,0,0,0,20,1,"Oaxaca"
"1046",20048,"Magdalena Mixtepec",1401,5.882,26.05,15.273,0.357,124.826,0,0,0,95.69,56.23,16.1,92.74,2.37,1.94,"Muy alto",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,20,1,"Oaxaca"
"1047",20049,"Magdalena Ocotlan",1209,13.946,20.068,22.862,0.368,48.845,0,0,0,75.64,28.15,42.55,65.03,1.01,0.75,"Medio",0,0,0,1,0,3,1,1,2,0,1,1,3,1,1,0,0,0,2,7,1,0,0,0,20,1,"Oaxaca"
"1048",20050,"Magdalena Pe̱asco",3644,10.591,35.452,15.439,0.353,49.821,0,0,0,91.29,29.7,13.21,71.58,2.03,1.79,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20,1,"Oaxaca"
"1049",20051,"Magdalena Teitipac",4782,8.882,15.968,24.918,0.404,98.267,0,0,0,94.14,48.98,43.34,91.01,13.11,1.99,"Muy alto",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,20,2,"Oaxaca"
"1050",20052,"Magdalena Tequisistlan",6361,6.928,27.39,13.813,0.399,9.999,0,0,0,60.49,14.21,16.6,68.73,7.26,0.11,"Bajo",0,0,0,1,3,4,2,0,0,0,1,8,0,0,0,3,1,6,160,44,10,34,4,0,20,5,"Oaxaca"
"1051",20053,"Magdalena Tlacotepec",1302,1.504,27.068,11.393,0.415,5.525,0,0,0,33.98,4.75,27.14,40,4.32,-0.45,"Bajo",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,2,7,9,0,0,0,20,1,"Oaxaca"
"1052",20054,"Magdalena Zahuatlan",427,7.042,36.62,7.952,0.379,5.757,0,0,0,84.39,24.4,11.31,78.14,3.39,0.35,"Medio",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,1,"Oaxaca"
"1053",20055,"Mariscala de Juarez",3682,20.482,24.644,11.675,0.38,51.416,0,0,0,68.05,15.38,17.53,80.63,8.53,-0.22,"Bajo",0,0,0,0,0,0,1,2,1,0,2,1,8,0,0,0,0,0,0,1,2,3,0,0,20,9,"Oaxaca"
"1054",20056,"Martires de Tacubaya",1497,14.713,40.898,9.41,0.362,16.191,0,0,0,64.27,21.65,21.17,79.47,1.66,0.17,"Medio",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1055",20057,"Matias Romero Avenda̱o",40690,0,0,15.04,0.377,26.161,49.09,64.42,2.83,58.8,17.48,45.88,64.66,4.54,-0.36,"Bajo",0,0,0,7,24,71,25,11,6,4,6,19,4,5,5,3,4,11,69,53,33,15,2,2,20,102,"Oaxaca"
"1056",20058,"Mazatlan Villa de Flores",13516,1.198,22.355,12.675,0.376,92.329,29.74,22.28,0,95.57,56.47,11.19,81.83,8.28,2.27,"Muy alto",0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,3,3,6,4,0,20,3,"Oaxaca"
"1057",20059,"Miahuatlan de Porfirio Diaz",45679,9.672,27.693,29.831,0.418,154.236,65.55,44.66,1.15,66.04,24.12,69.7,77.95,4.95,0.24,"Medio",0,0,0,13,42,83,35,34,75,50,67,123,49,61,61,15,8,4,131,249,78,47,14,6,20,82,"Oaxaca"
"1058",20060,"Mixistlan de la Reforma",2713,4.354,22.372,14.081,0.382,12.996,32.91,0,0,89.29,28.29,13.32,83.06,2.39,1.61,"Alto",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,1,"Oaxaca"
"1059",20061,"Monjas",2846,25.036,28.326,13.446,0.363,33.844,0,68.34,0,75.67,23.45,16.59,86.22,11.72,1.51,"Alto",0,0,0,0,1,0,3,3,2,1,1,0,0,0,0,0,0,0,1,4,3,0,0,0,20,1,"Oaxaca"
"1060",20062,"Natividad",626,20.567,42.553,11.158,0.349,17.741,0,0,0,46.14,4.41,18.18,60.61,1.61,-0.65,"Bajo",0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,2,"Oaxaca"
"1061",20063,"Nazareno Etla",4234,5.686,28.235,21.202,0.397,258.614,0,0,0,40.36,5.16,32.38,54.09,3.91,-1.03,"Muy bajo",0,0,1,11,14,13,12,9,4,8,9,20,8,5,5,0,2,1,8,16,8,4,1,0,20,9,"Oaxaca"
"1062",20064,"Nejapa de Madero",7729,6.829,29.417,8.842,0.389,22.957,53.26,13.29,0,66.73,13.77,19.84,74.95,5.95,0.13,"Medio",0,0,0,2,0,1,1,6,3,4,0,5,10,2,2,1,0,1,3,13,0,1,0,0,20,4,"Oaxaca"
"1063",20065,"Ixpantepec Nieves",1184,22.281,26.525,34.409,0.407,11.585,190.56,0,0,85.52,33.09,47.86,72.22,2.17,0.63,"Medio",0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,0,0,0,1,0,4,0,0,0,20,1,"Oaxaca"
"1064",20066,"Santiago Niltepec",5572,1.942,27.506,12.446,0.377,7.856,36.32,36.32,0,65.49,12.18,22.24,72.98,7.74,-0.13,"Bajo",0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,0,0,6,11,1,6,0,0,0,20,10,"Oaxaca"
"1065",20067,"Oaxaca de Juarez",258636,3.661,39.112,25.825,0.436,3169.806,17.2,18.23,3.39,33.97,7.87,49.58,59.25,4.31,-0.96,"Muy bajo",0,11,25,553,1240,1217,808,1132,1131,895,1681,2013,1187,952,952,484,323,305,2042,2789,1372,599,299,363,20,1583,"Oaxaca"
"1066",20068,"Ocotlan de Morelos",22936,6.449,31.638,27.362,0.435,191.912,26.15,13.01,3.6,51.59,15.42,56.83,74.52,5.01,0.08,"Bajo",0,0,1,18,57,46,28,31,30,67,109,87,29,20,20,14,5,8,70,127,49,7,14,14,20,95,"Oaxaca"
"1067",20069,"La Pe",2745,4.383,27.435,2.736,0.342,113.923,0,0,0,89.65,29.05,10.22,92.85,18.32,1.49,"Alto",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,20,2,"Oaxaca"
"1068",20070,"Pinotepa de Don Luis",7201,3.844,28.422,9.111,0.467,125.73,89.7,44.71,0,83.89,39.8,15.06,78.35,3.41,0.89,"Medio",0,0,0,1,1,3,2,0,1,1,7,8,1,1,1,3,2,0,4,9,2,1,1,1,20,6,"Oaxaca"
"1069",20071,"Pluma Hidalgo",2996,2.643,21.439,10.206,0.352,18.094,0,33.9,0,76.93,28.93,27.6,86.11,9.24,1.49,"Alto",0,0,0,0,0,0,1,1,1,0,0,1,2,1,1,0,0,0,1,4,0,0,1,0,20,15,"Oaxaca"
"1070",20072,"San Jose del Progreso",7071,4.167,19.838,10.466,0.377,121.48,0,0,0,79.28,27.06,19.67,80.17,8.37,1.07,"Alto",0,0,0,1,8,27,35,6,4,3,9,19,3,0,0,0,4,0,11,29,13,4,5,4,20,2,"Oaxaca"
"1071",20073,"Putla Villa de Guerrero",34568,11.242,33.85,14.574,0.455,39.192,58.36,58,2.04,79.64,34.15,37.22,77.84,3.62,0.17,"Medio",0,0,0,0,31,14,14,27,30,19,19,27,22,15,15,8,3,3,53,68,17,3,2,1,20,36,"Oaxaca"
"1072",20074,"Santa Catarina Quioquitani",554,5.512,23.622,5.809,0.375,9.928,0,0,0,95.8,18.57,3.33,86.7,2.02,0.3,"Medio",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1073",20075,"Reforma de Pineda",2896,6.76,33.906,10.026,0.428,13.717,38.45,0,0,69.83,11.22,16.24,67.84,4.4,-0.41,"Bajo",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0,0,0,20,2,"Oaxaca"
"1074",20076,"La Reforma",3324,31.631,32.254,14.281,0.386,6.873,0,0,0,72.91,23.02,19.67,87.92,7.3,0.15,"Medio",0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,2,0,0,0,0,20,3,"Oaxaca"
"1075",20077,"Reyes Etla",4087,4.55,26.761,20.708,0.397,180.579,25.71,0,0,41.16,7.19,34.8,68.87,3.75,-0.48,"Bajo",0,0,0,4,11,4,15,5,6,4,7,27,11,5,5,6,0,0,3,13,9,4,3,0,20,4,"Oaxaca"
"1076",20078,"Rojas de Cuauhtemoc",1160,11.076,34.177,16.256,0.358,50.98,0,0,0,26.45,2.64,21.93,66.09,2.44,-0.72,"Muy bajo",0,0,0,0,0,0,3,1,6,0,1,2,0,1,1,0,0,0,5,4,0,3,0,2,20,2,"Oaxaca"
